email_body,subject_line,translation,
"The attached memo contains an Enron Industrial Markets Lumber Trading 5 Day Cumulative loss notification for July 24, 2001.
The Office of the Chair for Enron Industrial Markets is responsible for signing the memo and returning it to Chris Abel, at 3155a, who will forward it to RAC to obtain their signature.
Thanks,
",Final 8/1/01 Lumber Notification,"첨부된 메모에는 [직접 입력]가 포함되어 있습니다.
[기업] 의장실은 메모에 서명하고 [장소]에 있는 [이름]에게 반환해야 하며, 그는 [부서]에 전달하여 서명을 받을 것입니다.
감사합니다.",
"Rick, Attached is the significantly scaled down version of the RAC presentation we anticipate using for the taped Bloomberg mid-year credit review.
Please let me know if you have any comments or other changes once you have had a chance to review.
As we discussed earlier, we do not yet know when the taping will be.
If it is after August 15th, we will plan on working with Bill Bradford and Dave Gorte on this.
Thanks.
Shirley
",RAC Presentation for Bloomberg,"[수신자] 씨, 첨부된 것은 블룸버그 연중 신용 검토 테이프에 사용할 것으로 예상되는 RAC 프레젠테이션의 상당히 축소된 버전입니다. 리뷰할 기회가 있으면 의견이나 기타 변경 사항이 있으면 알려주세요. 
앞서 논의했듯이, 테이프가 언제인지는 아직 알 수 없습니다.
[날짜] 이후라면, [이름1]와 [이름2]와 함께 작업할 계획입니다.
감사합니다.
[발신자]",
"Dan, in response to the following memo, can you discuss with Rick his ideas.
I would also like to go through a detailed description of each EES office, its people and functions to determine which should be eliminated and which should be modified.
Given the latest redeployments and terminations the field offices are a shadow of their previous stature either way.
This is consistent with our overall strategies but perhaps we want to accelerate.
If you could help set up the framework to discuss I would much appreciate.
Good job on handling the ""5's"".
Regards
",Remote Offices- Suggestions,"[수신자] 씨, 다음 메모에 대한 답변으로, [이름1]과 그의 아이디어에 대해 논의할 수 있나요?
또한 각 EES 사무실, 직원 및 기능에 대한 자세한 설명을 살펴보고 어떤 사무실을 없애고 어떤 사무실을 수정해야 할지 결정하고 싶습니다.
최근의 재배치 및 종료를 감안할 때 현장 사무실은 어느 쪽이든 이전 지위의 그림자에 불과합니다. 이는 전반적인 전략과 일치하지만 아마도 가속화하고 싶을 것입니다.
토론을 위한 프레임워크를 설정하는 데 도움을 주시면 감사하겠습니다. 
감사합니다.
[발신자]",
"The doorstep audit is not yet complete as I'm having about 25 or so deals ""tested"" out of the Long Beach office.
We should know all final results within the next week or so.
Rick-your suggestions are generally on target as we have already begun the process for pulling each specific office's information together-ie: how many offices do we have, who are the specific people in them, what do they transact on (DSM, gas/power commodity, services mgmt., etc), and can we consolidate/minimize the number of offices we have.
For example, of the 87-ish offices that we currently have EES folks in, only 14 of those offices have individuals that transact gas or power deals in the EnronDirect sales group (ie:  customers below $10 million in energy spend) and there are @ 45 sales folks in these 14 offices.
The losses now expected out of the Long Beach office are MUCH lower than initial estimates.
If anyone would like to review, please call me directly.
We are already well underway in establishing new transaction process' for both gas and power deals.
Although we have already put in place and communicated these new procedures to each of the sales offices, we are putting together a ""sales package"" that will encompass each of the new procedures in detail, each of the new gas and power contracts and rules for use, and a new sales policy which will review in detail the responsibilities for each sales individual.
This policy will require signatures from the sales folks in order for them to continue working for EES in a sales transaction role.
We are also exploring an independent verification process whereby we would have someone from either Deal Capture or Deal Management actually contact the customer to confirm the transaction.
The ""McDonald's Hamburger"" analogy is quite appropriate here!
Just wanted to let everyone know what was already underway.
",Remote Offices- Suggestions,"[수신자]님,

현재 [부서]에서 진행 중인 약 25건의 거래로 인해 현장 감사가 아직 완료되지 않았습니다. 최종 결과는 다음 주쯤 모두 확인될 것으로 예상합니다.

제안해주신 내용은 전반적으로 타당하며, 저희도 이미 각 [부서]의 정보를 모으는 작업을 시작했습니다. 즉, 몇 개의 [부서]가 운영되고 있는지, 각 [부서]에는 [이름]가 배치되어 있는지, 그리고 어떤 거래가 진행되는지 파악하고 있습니다. 이 과정에서 [부서]의 통합 또는 최소화 가능성도 함께 검토 중입니다.

예를 들어, 전체 [부서] 중에서 실제로 거래를 담당하는 직원이 있는 곳은 일부에 불과하며, 이곳에서 특정 규모의 고객을 관리하고 있습니다.

현재 [부서]의 예상 손실은 초기 추정보다 훨씬 낮은 것으로 나타나고 있습니다.

논의가 필요하신 사항이 있으시면 언제든 연락 주시기 바랍니다.

또한, 저희는 이미 [직접 입력]와 관련된 새로운 정책 및 절차를 구축하고 있습니다. 이 정책과 절차는 모든 [부서]에 전달되었고, 각각의 새로운 업무 방식, 계약, 규정, 그리고 각 직원의 책임 사항을 포함한 업무 패키지로 구성되고 있습니다.

이 정책에 따라 [이름]는 계속해서 해당 업무를 수행하려면 정식으로 서명해야 합니다.

추가로, 별도의 [부서]에서 직접 [고객]에게 연락해 거래 내용을 확인하는 독립적인 검증 프로세스도 마련 중입니다.
“맥도날드 햄버거” 비유가 이 상황에 잘 들어맞는다고 생각합니다!

이 모든 작업이 이미 진행 중임을 모든 구성원께 안내드립니다.",
"Rick, thanks for taking so much of your time to explain RAC to the IPG group.
You said all the right things and left them with exactly the impression we were shooting for.
We are now trying to finalize a term sheet so we will be working with your folks to get this transaction down the road.
If I can return the favor let me know.
Thanks again.
",IPG visit,"[수신자] 씨, [기업명]에 [부서]를 설명하는 데 많은 시간을 내주셔서 감사합니다.
당신은 모든 것을 올바르게 말씀하셨고 우리가 목표로 삼았던 정확한 인상을 남겼습니다. 우리는 지금 텀시트를 마무리하려 하고 있으므로 이 거래를 진행하기 위해 여러분과 협력할 것입니다.
제가 보답할 수 있다면 알려주세요.
다시 한번 감사드립니다.",
"Attached are the Enron Global Markets EOL Crude 24/7 Trading violation memos for  Net Open Position, Maturity Gap Risk and VAR for August 10, 2001.
The Office of the Chairman for Enron Global Markets is responsible for printing out hard copies of these memos, signing and returning the hard copies to Chris Abel at 3560f, who will forward them to RAC to obtain their signature.
Thank You
",Final 8/10/01 EOL Crude Violations,"첨부된 것은 [직접 입력]입니다.
[기업명]의 회장실은 이 메모의 인쇄본을 인쇄하고 서명한 후 [장소]의 [이름]에게 반환해야 하며, 그는 [부서]로 전달하여 서명을 받습니다.
감사합니다.",
"As you may recall this Committee issued 30 subpoenas to Enron officers on January 11.
Mike Levy of Swidler Berlin has been retained by the Company to assist you in gathering and producing documents that are responsive to the subpoena.
Mike or someone from his firm will be contacting you this week.
Mike will be in touch with J.C. Nickens, who represents many of you in civil litigation and as SEC co-counsel, so they do not duplicate efforts.
In addition, the Company has formed a Task Force to respond to all requests for documents.
Dave Grant is the head of the Task Force.
Dave or someone from the Task Force may also contact you concerning the subpoenas.
Thank you for cooperating with these people.
Please do not hesitate to call me (5-2402) or Dave (3-1681) with any questions.
Thanks.
",Subpoena From Senate Committee on Governmental Affairs You Received,"기억하시겠지만 이 위원회는 [날짜]에 [기업명] 임원들에게 30건의 소환장을 발부했습니다.
[기업명1]의 [이름]는 소환장에 대응하는 문서를 수집하고 제작하는 데 도움을 주기 위해 회사에서 고용했습니다. [이름] 또는 그의 회사에서 온 사람이 이번 주에 귀하에게 연락할 것입니다.
[이름]는 민사 소송에서 여러분 중 많은 사람을 대리하고 SEC 공동 변호사로 활동하는 [이름1]와 연락하여 중복 작업을 하지 않도록 할 것입니다.
또한 회사는 모든 문서 요청에 응답하기 위해 태스크포스를 구성했습니다. [이름2]가 태스크포스의 책임자입니다. [이름2] 또는 태스크포스의 누군가가 소환장과 관련하여 귀하에게 연락할 수도 있습니다.
이 사람들과 협조해 주셔서 감사합니다.
질문이 있으면 언제든지 저([전화번호]) 또는 [이름3]([전화번호1])에게 전화해 주십시오.
감사합니다.",
"Rick,   Lynn recently demo'd portrac for all of us in Corp Development.
It is a fantastic tool.
It's been needed for forever - I've been pulling together an asset list for Andy and Jeff Donahue - and I know first hand how difficult it is to get the detail that your group has input into portrac.
Donahue also thinks it's a great tool.
Lynn is going to demo it for Andy sometime soon.
I'm working with Lynn and Dave Gorte's folks (Cindy Hudler) to create a livelink library of models, presentations, tax structures, etc.
(all the files a corp dev person needs when we actively work an asset for sale).
We hope to have a link on the portrac web page similar to the DASH and COMET links.
It's very encouraging to see how far your group has come in organizing our investment data - Cindy's got a 30GB file of all models.
It sure makes my supposed 6 - 9 month job easier!
",portrac,"[수신자] 씨, [이름]은 최근 [부서]의 모든 직원을 위해 [직접 입력]을 데모했습니다.
오랫동안 필요로 했는데, 정말 도움이 되는 것 같아요. 
저는 [이름1]와 [이름2]를 위해 자산 목록을 작성하고 있었고, 여러분 그룹이 [직접 입력]에 입력한 세부 정보를 얻는 것이 얼마나 어려운지 직접 알고 있습니다.
[이름3]도 훌륭한 도구라고 생각합니다. [이름]이 곧 [이름4]에게 데모할 것입니다.
저는 [이름]과 [이름2]가 사람들과 협력하여 모델, 프레젠테이션, 세금 구조 등의 라이브 링크 라이브러리를 만들고 있습니다.
(corp dev 담당자가 자산을 적극적으로 판매할 때 필요한 모든 파일).
DASH 및 COMET 링크와 유사한 [직접 입력] 웹 페이지에 링크를 추가하고자 합니다.
여러분 그룹이 투자 데이터를 구성하는 데 얼마나 많은 진전을 이루었는지 보는 것은 매우 고무적입니다. [이름5]는 모든 모델의 30GB 파일을 가지고 있습니다.
제 예상 작업 6~9개월을 확실히 단축시켜줍니다. 일의 진행이 더 빨라질거예요!
",
"Attached please find the daily log for 08/09/01, 08/10/01 and weekly summary for week of 08/06.
If you have any comments please advise at ext 54751 or send email.
Regards,
",Daily Log and Weekly summary log,"첨부된 [날짜], [날짜]의 일일 기록과 [날짜]주 주간 요약을 확인하세요.
의견이 있으시면 내선 [전화번호]로 전화 주시거나 이메일을 보내 주세요.
감사합니다.",
"Attached is the Enron Americas GasTrading violation memo for  Maturity Gap Risk for August 13, 2001.
The Office of the Chairman for Enron Americas is responsible for printing out a hard copy of this memo, signing and returning the hard copy to Chris Abel at 3560f, who will forward it to RAC to obtain their signature.
Thank You
",Final 8/13/01 Gas Violation,"첨부된 것은 [직접 입력] 메모입니다.
[기업명]의 회장실은 이 메모의 인쇄본을 인쇄하고 서명한 후 [장소]의 [이름]에게 반환해야 하며, 그는 [부서]로 전달하여 서명을 받습니다.
감사합니다.",
"Please see attached a United Way Contribution Summary by Business Unit as of Wednesday morning, August 10.
This summary includes the total contribution amount to date, percent participation, campaign goal, and percent of goal for each business unit, as well as the functional groups within your business units.
Currently we are at 77%, or $2.25M, of our financial goal with only 42% participation.
These numbers are still significantly lower than where we were this time last year and we continue to need your help!
If you will do the following throughout the remainder of the campaign, I know it would help exceed our goal of $2.9M.
?
Continue to send out reminder emails including the United Way link ?
Continue to have personal dialogue with your direct reports and those in your group  Please let me know if you have any questions regarding this report or the campaign in general.
Thank you for your participation and support of this year's campaign.
",UPDATED UNITED WAY REPORT,"[날짜] [요일] 아침 기준으로 [부서]별 캠페인 실적 요약을 첨부하오니 참고해 주시기 바랍니다.

이 요약에는 지금까지의 총 기부 금액, 참여율, 캠페인 목표,
각 부서별 목표 달성률, 그리고 부서 내 세부 그룹 정보가 포함되어 있습니다.

현재 전체 재정 목표의 약 [직접 입력]%에 도달했으며 참여율은 [직접 입력]%에 불과합니다. 이 수치는 작년 같은 시점에 비해 여전히 낮은 수준이므로, 여러분의 적극적인 도움이 필요합니다!

캠페인 종료까지 다음과 같은 사항을 실천해주시면 목표 금액 초과 달성에 큰 도움이 될 것입니다.

캠페인 관련 링크가 포함된 안내 이메일을 지속적으로 발송해 주세요.

직속 보고자 및 팀원들과 적극적으로 소통해 주세요.

이 보고서나 캠페인 관련 궁금한 사항이 있으면 언제든 문의해 주시기 바랍니다.

올해 캠페인에 적극적으로 참여해 주시고, 지속적으로 지원해 주셔서 감사합니다.",
"We know you have questions about recent events impacting Enron and our plans for the future.
Ongoing investigations and pending litigation have made it difficult, if not impossible, to share information in a timely manner.
While we can't address certain issues, we can tell you about our initial plans to move Enron forward and emerge from bankruptcy, and we are eager to do that.
We had planned to hold an all-employee meeting tomorrow, January 23, at the Hyatt Regency.
However, we don't want to subject you to the media frenzy that would certainly surround such a meeting, so we've decided to postpone it.
We are currently making arrangements to hold a series of employee meetings within the building to protect your privacy.
We will provide the date and times to you as soon as the logistics for those meetings are finalized.
Prior to the employee meetings, we will provide an overview of Enron's new organizational structure.
You can expect that memo shortly.
",Employee Meeting Postponed,"[기업명]에 영향을 미치는 최근 사건과 미래에 대한 계획에 대해 궁금한 점이 있으시다는 것을 알고 있습니다.
진행 중인 조사와 계류 중인 소송으로 인해 정보를 적시에 공유하는 것이 어렵거나 불가능했습니다.
특정 문제를 해결할 수는 없지만 Enron을 발전시키고 파산에서 벗어나기 위한 초기 계획에 대해 말씀드릴 수 있으며, 이를 실현하고 싶습니다.
1월 23일 하얏트 리젠시에서 전 직원 회의를 열 계획이었습니다.
그러나 그러한 회의를 둘러싼 미디어의 광란에 여러분을 노출시키고 싶지 않아 회의를 연기하기로 결정했습니다.
현재 여러분의 프라이버시를 보호하기 위해 건물 내에서 일련의 직원 회의를 열 준비를 하고 있습니다.
해당 회의의 물류가 확정되는 대로 날짜와 시간을 알려드리겠습니다.
직원 회의 전에 Enron의 새로운 조직 구조에 대한 개요를 제공하겠습니다.
곧 그 메모를 기대하셔도 좋습니다.
",
"To:          All Enron Houston Users   Subject:   New Dialing Instructions   Ref:   Tie Line Access Code Changes - Enron Building Phone System   Effective Saturday, August 18, the access code for remote locations will be modified within the Enron Building phone system to reflect a standard utilized by all Enron phone systems.
The modification will change the first digit dialed when accessing the tie lines by using the Alternative Routing feature from 7 to 8.
As all other Enron phone systems currently access the tie lines with the digit 8, the change from 7 to 8 will only affect users who reside in the Enron Building.
All other Enron phone system users should note that several digits of the tie lines to London, Calgary, and Portland have changed.
What This Change Means To You   Effective Saturday, August 18, you must replace the first digit 7 with an 8 when accessing the tie lines.
Additionally, several of the digits to the London, Calgary, and Portland tie lines have changed.
All other digits of existing access codes will remain the same.
For your reference, a list of the new dial strings for remote locations is identified at the bottom of this message.
Please Note:  This change also means that any Auto-Dial buttons you use to call associates at remote locations will now have to be re-programmed.
Such buttons may be programmed on conference room phones and FAX machines in your area.
To re-program an Auto-Dial button:   ?
Press the Menu button on your soft keys ?
Press the Program button on your soft keys ?
Press the Auto-Dial button you wish to program ?
Dial the new Dial String (as identified below) ?
Press the # key   REVISED DIAL STRINGS FOR ENRON TIE LINE NETWORK Users must dial 8 digits to call via Tie Lines
",New Dialing Instructions,"[회사명]에 영향을 미치는 최근 이슈와 앞으로의 계획에 대해
궁금하신 점이 많으실 것으로 압니다.

현재 진행 중인 소송 등으로 인해 모든 정보를 신속하게 공유하기 어렵거나 불가능한 점 양해 부탁드립니다.

특정 개별 사안에 대해 답변드릴 수는 없지만, [회사명]의 발전과 재도약을 위한 초기 계획에 대해 간략히 말씀드릴 수 있을 것 같아 안내드립니다.

당초 [날짜] [장소]에서 전사 회의를 개최할 예정이었으나, 미디어의 지나친 관심으로 인해 여러분께 불필요한 노출이 발생하지 않도록 해당 회의를 연기하기로 결정하였습니다.

대신, 여러분의 프라이버시를 보호하기 위해 사내에서 소규모로 여러 차례의 직원 회의를 준비하고 있습니다. 회의 관련 일정과 장소가 확정되는 대로 다시 안내드릴 예정입니다.

또한, 직원 회의에 앞서 [회사명]의 새로운 조직 구조에 대한 간략한 안내 자료도 제공드릴 계획입니다. 곧 관련 안내를 받아보실 수 있을 것입니다.

감사합니다.",
"Rick,  Our group has completed our new investment strategy and are preparing to move into the execution phase.
I would appreciate the opportunity to present the strategy to you, Dave Gorte and Randy Petersen.
It would take about 1 hour, and I would value your feedback.
Let me know if you are up for it, and I will have my assistant schedule it.
Thanks,
",Enron Principal Investments Strategy,"[수신자] 씨, 저희 그룹은 새로운 투자 전략을 완료했고 실행 단계로 넘어갈 준비를 하고 있습니다.
저는 [이름1]와 [이름2]에게 전략을 발표할 기회를 주시면 감사하겠습니다. 
약 1시간 정도 걸릴 것이고, 여러분의 피드백을 소중히 여깁니다. 참여하실 의향이 있다면 알려주시면 제 조수가 일정을 정해드리겠습니다.
감사합니다.",
"IT'S THE LAST DAY!
WE'RE GETTING CLOSER, BUT STILL HAVE A WAY TO GO!!
We are currently at 85% of our goal with 61% participation.
It's time to really rally the troops.
Per the report below, you will be able to see how your group is doing,  Please call or email if you have any questions or need anything else.
Thanks for all that each of you are doing to help us exceed our $2.9M goal.
",Updated United Way Report,"마지막 날입니다!

우리는 점점 목표에 가까워지고 있지만, 아직도 갈 길이 남아 있습니다. 현재 [참여율]%의 참여율로 [목표 달성률]%에 도달했습니다. 이제 정말로 모두의 힘을 한데 모아야 할 때입니다.

아래 [보고서]에서 각 [그룹/팀]의 진행 상황을 확인하실 수 있습니다. 질문이 있거나 추가로 필요한 사항이 있으시면 언제든 전화나 이메일로 문의해 주세요.

[목표 금액]을 초과 달성할 수 있도록 도와주신 모든 분들께 진심으로 감사드립니다.",
"The court held a hearing today on the motion by some of the plaintiffs for an order regarding the preservation of documents.
The motions were directed primarily to Arthur Andersen and, to a lesser degree, to Enron.
None of your names were mentioned at the hearing.
Arthur Andersen and one of the plaintiffs' lawyers had agreed on a proposed order for preserving documents.
Other plaintiffs' lawyers said that the agreed order was not stringent enough.
With respect to Enron, there is some doubt as to whether the court can enter any order regarding Enron, because that may be the exclusive purview of the bankruptcy court.
Although the issue of which attorney should be appointed lead counsel was not technically before the court, most of the hearing was consumed with the various plaintiffs' lawyers arguing that the court should select them to be lead counsel.
The court said that it would not rule on the motion regarding preservation of documents until after 3:00 tomorrow.
All of the plaintiffs' lawyers are to get together in the next 24 hours to see if they can agree amongst themselves as to what they want the court to do.
The court said she would also consider whether Arthur Andersen was willing to agree to whatever order plaintiffs' all might agree upon.
The judge suggested that she would be selecting the lead plaintiff (and counsel) within the next few weeks.
",Report on Hearing Today,"법원은 오늘 일부 원고가 요청한 문서 보존에 관한 명령 동의안에 대한 심리를 열었습니다.

이번 동의안은 주로 [피고1]에게, 그리고 그보다 덜한 정도로 [피고2]에게 전달된 것이었습니다.

심리 과정에서 귀하의 이름은 언급되지 않았습니다.
[피고1]과 일부 원고의 변호인은 제안된 문서 보존 명령에 합의하였으나, 다른 원고의 변호인은 합의된 명령이 충분히 엄격하지 않다고 주장했습니다.

[피고2]와 관련해서는, 법원이 해당 피고에 대해 명령을 내릴 수 있는지 여부에 대한 의문이 제기되었습니다. 이는 다른 관할 법원의 관할권일 수 있기 때문입니다.

어떤 변호인을 수석 변호사로 임명할지에 대한 문제는 공식적으로 법원에 제출되진 않았으나, 심리의 상당 부분이 여러 원고의 변호인들이 자신들이 수석 변호사로 지정되어야 한다는 주장에 할애되었습니다.

법원는 내일 오후까지 문서 보존 명령 동의안에 대한 판결을 내리지 않을 것이라고 밝혔습니다.

모든 원고의 변호인들은 24시간 이내에 모여 법원에 어떤 결정을 요청할지에 대해 합의를 시도할 예정입니다.

또한, 법원는 [피고1]이 모든 원고가 동의하는 명령에 합의할 의향이 있는지도 고려할 것이라고 밝혔습니다.

마지막으로, 판사는 앞으로 몇 주 이내에 원고 및 변호인을 선정할 것임을 시사했습니다.",
"We have extended the campaign for three more days!
As of this morning, we are at 91.69% of our goal and 70% participation.
The 70% participation rate includes those who have completed the on-line pledge process, but may not have contributed (427 out of 4,655 have chosen not to contribute).
The contribution rate is 64%.
We also have a total of 56 Alexis de Tocqueville members which surpasses last year's total of 49.
Out of those 56, 19 are new members!
The next three days are crucial to exceeding our $2.9M goal.
Thanks for all that you can do to help make this happen.
Please let me know if you need anything else.
Thanks, Kathy
",Updated Report,"캠페인을 3일 더 연장했습니다!

오늘 아침 현재 목표의 [달성률]%를 달성했고 참여율은 [참여율]%입니다. [참여율]% 참여율에는 온라인 기부 절차를 완료했지만 기부하지 않은 사람도 포함됩니다.

기부율은 [기부율]%입니다. 또한 작년의 49명을 넘어서는 총 56명의 알렉시 드 토크빌 회원이 있습니다. 56명 중 19명이 신규 회원입니다!

다음 3일은 290만 달러 목표를 초과하는 데 매우 중요합니다.
이를 실현하기 위해 여러분이 할 수 있는 모든 것에 감사드립니다. 다른 것이 필요하면 알려주세요.
감사합니다.
[발신자]
",
"Rather than hold a meeting to discuss the Finance Comm.
meeting scheduled for Monday, Feb. 11, I have asked Laura Valencia to schedule a conference call with Pug Winokur and the three of us to discuss the agenda and the presentation materials.
Please watch for this meeting on your calendar, or let me know if you have already been in contact with Pug such that no meeting is necessary.
Also, pls.
note that the Board and Committee meetings will be held in NYC.
If you do not have other reasons to travel to NYC, I suggest you connect via teleconference.
Thanks.
Paula
",Finance Comm. Mtg. on 2/11,"[날짜]에 예정된 재무 위원회 회의를 논의하기 위해 회의를 여는 대신, [이름]에게 [이름1]와 저희 셋과 함께 전화 회의를 예약하여 의제와 프레젠테이션 자료를 논의하도록 요청했습니다.
일정에 이 회의를 기록해 두시거나, 이미 [이름1]와 연락을 취했다면 알려주십시오. 그렇게 되면 회의가 필요 없게 됩니다.
또한, 이사회와 위원회 회의는 [장소]에서 열립니다.
[장소]로 갈 다른 이유가 없다면 전화 회의로 연락하는 것이 좋습니다.
감사합니다.
[발신자]
",
"Experience the best of the oil and gas world at  SPE 2001: An E&P Odyssey.
This premier industry event, SPE's Annual Technical Conference and Exhibition,    will be held on 30 September - 3 October at Ernest N. Morial Convention Center in New Orleans.
Professionals from around the world attend to advance their careers through    13 technical  discipline tracks   Eight one-day and ten two-day  short courses    Presentations by industry leaders including the  Opening General Session ,    ""The Global Oil Industry in the 21st Century,"" which features speakers such as    Harry Longwell, Senior Vice President/Director of Exxon Mobil Corp.,   and Nader Sultan, Deputy Chairman and CEO of Kuwait Petroleum Corp.   Establishing relationships with more than 8,000 participants   400 leading-edge E&P companies in the exhibition hall  Hands-on demonstrations of SPE products and services at the SPE Pavilion  Networking opportunities at the  Annual Banquet  and the  President's Luncheon        Register now  to be part of SPE's premier event!
",Experience the best of the oil and gas world at SPE 2001,"[행사명]에서 산업 최고의 전문가 및 혁신을 경험해보세요.

업계 대표 [컨퍼런스]가 [날짜] [장소]에서 개최됩니다.

전 세계 전문가들이 기술 분야별 다양한 트랙을 통해 경력을 쌓을 수 있으며, 다양한 워크숍도 마련되어 있습니다.

주요 연사들이 기조연설과 업계 전망을 공유하며, 수많은 참가 인원이 함께 교류합니다.

행사장 내 부스에서는 최신 제품과 서비스를 직접 체험할 수 있으며, 연회와 오찬 등 네트워킹 이벤트도 준비되어 있습니다.

지금 등록하셔서 산업의 최고 행사에 함께하세요!",
"It's the last day and only $135,000 more to go!
We're at 95.35% of our $2.9M goal, 70% contribution rate, and 75% participation rate.
I've attached the latest report so you can see how your business unit or functional group is doing.
The final push is on.
Wouldn't it be great to get to $2.9M by 5:00 p.m. today!
Please call if I can help you in any way today.
I know we can get there.
Thanks for all of your help, Kathy
",Updated UW Reports,"오늘이 마지막 날이고, 이제 [직접 입력]만 더 모으면 됩니다!

현재 [목표 금액]의 [달성률]%, 기여율 [기여율]%, 참여율 [참여율]%에 도달했습니다.

최신 [보고서]를 첨부하였으니 각 [부서]의 진행 상황을 확인하실 수 있습니다.

이제 마지막 추진이 시작되었습니다. 오늘 [시간]까지 [목표 금액]을 달성할 수 있기를 기대합니다!

오늘 제가 도울 수 있는 일이 있으면 언제든 전화 주세요.
저희는 반드시 목표를 이룰 수 있을 거라 믿습니다.

도와주셔서 감사합니다.
[발신자]",
"Shona,   As per my memo to you on August 13th, I am scheduling a kick-off meeting with individuals to discuss a daily tie-out process across all global risk applications/reports, i.e.
DPR, Infinity, RisktRAC (VAR and Benchmark) and CAS.
This would provide proof (or a trail to what is missing)  that required information from all risk books, commodities, and business units are appropriately reported on a daily basis.
As stated earlier, without a robust global books application, the daily process currently in place provides little assurance that ""everything"" rolls up correctly.
It also does not include Infinity.
My suggestion for attendance at this meeting, in addition to you, Beth and I, is as follows:  	Stacey White 	Todd Hall 	Sheila Glover/Clara Carrington
",Daily Tie Outs Across Risk Systems,"[수신자] 씨, [날짜]에 보낸 메모에 따라, 저는 모든 글로벌 위험 애플리케이션/보고서, 즉 [직접 입력] 프로세스를 논의하기 위해 개인과 킥오프 회의를 예약합니다.
이것은 모든 위험 장부, 상품 및 사업 단위의 필수 정보가 매일 적절하게 보고된다는 증거(또는 누락된 것에 대한 흔적)를 제공합니다.
앞서 말했듯이, 강력한 글로벌 장부 애플리케이션이 없으면 현재 시행 중인 일일 프로세스는 ""모든 것""이 올바르게 롤업된다는 보장을 거의 제공하지 않습니다.

[이름]와 저 외에도 이 회의에 참석할 것을 제안하는 사람은 다음과 같습니다. [이름1], [이름2], [이름3], [이름4]
",
"First of all my thanks to Vladimir for visit to PGE and the analysis work he did.
After reviewing your PGE Summary memo, I think it would be helpful to meet and discuss the Recommendation/Action Steps in more detail.
I will have my assistant call to establish a mutually agreeable time.
",PGE Risk Manageent Analysis,"우선 [부서]를 방문하고 분석 작업을 해주신 [수신자] 님에게 감사드립니다.
[프로젝트] 요약 메모를 검토한 후, 권장 사항/조치 단계에 대해 더 자세히 만나서 논의하는 것이 도움이 될 것 같습니다.
제 보조원이 전화해서 서로 합의할 수 있는 시간을 정하겠습니다.",
"Mark, The word on the street is that the NewPower folks are getting further in trouble (ie) strange trading activity, etc.
Looks and smells a little like the old EES.
Couple of opps: 	- get another shareholder on-side and demand an Enron led audit to confirm financial and operating health; 	- followed up by hostile exit of mgt team if significant issues arise.
Issues: 	- obviously pushes us into another level of complicity/fiduciary in a blow up or bankruptcy not unlike the issues we faced with Kafus et al; however, given our continued interest a significant control issue could result in a significant acceleration of a write-off of our existing position plus any outstanding credit.
I would recommend we force the management team to submit to a detailed audit as a part of a united shareholder iniative - Lets discuss.
Rick Buy, what is our current credit position?
Greg/John, do you have a view on this one?
Rick Causey, we  probably need a more ""permanent solution"" ot the NewPower issue.
Regards
",NewPower,"[수신자]님,

최근 [회사/조직/프로젝트]와 관련해 거리에서 들려오는 소문에 따르면, 이들이 더 큰 [문제/이슈](예: 비정상적인 거래 활동 등)에 휘말리고 있다는 이야기가 있습니다.

과거의 [직접 입력]와 비슷한 상황으로 보이며, 우려스러운 점이 있습니다. 여기서 두 가지 기회가 있다고 생각합니다:
다른 주주들을 설득하여, [회사] 주도로 재무 및 운영 건전성에 대한 감사를 요구하는 것
심각한 문제가 발견될 경우, 경영진의 교체 또는 퇴장을 유도하는 것

문제점으로는, 과거의 특정 이슈와 유사하게, 폭발적 상황이나 파산 위험 등 또 다른 차원의 신탁/공모 리스크로 이어질 수 있다는 점과 지속적인 관심이 필요한 가운데, 내부 통제 문제로 인해 기존의 입장이나 미지급 신용이 예상보다 빠르게 상각될 수 있다는 점이 있습니다.

저는 경영진이 통합 주주 이니셔티브의 일환으로 보다 세밀한 감사를 받도록 하는 것이 좋겠다고 생각합니다. 이 점에 대해 논의해보고 싶습니다.

[이름1], 현재 신용 상황은 어떻습니까?
[이름2], [이름3], 이 사안에 대한 의견이 있으시면 공유해 주세요.
[이름4], 어쩌면 더 지속 가능한 해결책이 필요할 수도 있습니다.

감사합니다.
[작성자]
",
"I will be out of the office tomorrow, Tuesday, January 22, 2002, and will return on Wednesday, January 23, 2002.
Chip Schneider will attend the Cash Management Committee as the RAC representative in my absence.
I will have limited access to e-mail tomorrow.
My mobile telephone will be on; its number is:  713-553-3138.
Regards,
","Out of Office Tuesday, January 22, 2002","저는 내일, [날짜] [요일]에 사무실을 비우고, [날짜] [요일]에 복귀할 것입니다.
[이름]는 제가 없는 동안 [부서] 대표로서 현금 관리 위원회에 참석할 것입니다.
저는 내일 이메일에 제한적으로 접근할 수 있을 것입니다.
제 휴대전화는 켜져 있을 것입니다. 번호는 [전화번호]입니다.
감사합니다.",
